0 0 0
0 0 0
226 319 0 0

Coordinates
164      -5.6216      -4.3227
165      -4.8885       6.3308
166      -5.7682      -3.0521
167       -6.102       2.4925
168      -5.8858       4.3987
169      -6.4523     -0.31545
170      -6.5501      -1.7815
171      -6.2492       5.3432
172      -6.4523      -10.529
173      -7.0388      -10.725
174      -7.9184       -7.597
175      -7.9133       2.8794
176      -7.4786       6.0864
177      -8.4388      0.78503
178      -8.1401       4.5527
179      -8.8958      -1.4394
180      -9.3356       3.7896
181      -9.4822       5.0113
182      -9.7754      -9.3318
183      -10.069      -9.4296
184      -10.411       1.2972
185      -10.264       7.4059
186      -10.362      -12.582
187      -11.437      -6.8639
188      -11.352       5.8127
189      -11.567       7.7666
190      -11.584      -13.559
191      -12.395       7.1264
192       -12.17       8.9208
193      -13.098      -8.1345
194      -12.837       8.0543
195      -13.098       9.1163
196      -13.824       6.8721
197      -14.032       7.9215
198      -14.381       7.4868
199      -15.395      -5.3979
200      -14.526       8.3886
201      -14.711       7.7968
202      -14.956        7.357
203      -15.151       8.9697
204      -15.982      -9.3074
205      -15.395       -13.95
206       -15.64       8.1389
207      -16.324       8.5299
208      -16.234       9.0098
209      -17.203       5.4511
210      -16.617      -14.048
211       -17.79      -3.7363
212      -18.318       -7.054
213      -18.525       2.8293
214       -17.79       8.3344
215       -17.79       9.0674
216      -18.523      -9.9427
217      -18.816       6.6728
218      -19.598       4.5715
219      -20.136     -0.36432
220      -19.891       8.8231
221      -21.156      -5.2154
222      -21.455       1.4438
223      -20.624      -13.803
224      -23.166      -8.1834
225      -24.143      -2.0747
226      -24.729      -5.4956
EndCoordinates

Elements
1 201 202 198
2 62 61 59
3 113 112 118
4 59 61 56
5 62 59 55
6 118 112 123
7 113 118 117
8 56 61 51
9 59 56 55
10 117 118 121
11 113 117 114
12 20 23 26
13 121 118 126
14 117 121 124
15 114 117 120
16 113 114 110
17 26 23 27
18 20 26 31
19 124 121 127
20 117 124 120
21 120 124 128
22 114 120 115
23 27 23 25
24 26 27 30
25 110 114 115
26 127 121 126
27 124 127 128
28 115 120 128
29 198 202 196
30 201 198 197
31 55 56 52
32 52 56 51
33 55 52 47
34 30 27 32
35 26 30 31
36 47 52 46
37 55 47 33
38 39 42 37
39 94 97 92
40 197 198 196
41 201 197 200
42 126 118 123
43 126 123 130
44 127 126 130
45 46 52 51
46 47 46 40
47 110 115 111
48 37 42 43
49 39 37 32
50 111 115 116
51 110 111 106
52 32 27 28
53 30 32 37
54 207 206 203
55 92 97 96
56 94 92 90
57 200 197 195
58 201 200 206
59 27 25 28
60 28 25 17
61 40 46 41
62 47 40 33
63 116 115 128
64 111 116 109
65 158 165 162
66 92 96 89
67 192 195 194
68 90 92 89
69 94 90 91
70 130 123 136
71 203 206 200
72 203 200 195
73 44 48 54
74 32 28 39
75 162 165 171
76 158 162 155
77 41 46 51
78 40 41 33
79 128 127 132
80 132 127 130
81 128 132 134
82 109 116 119
83 111 109 106
84 134 132 138
85 128 134 116
86 57 50 45
87 197 196 194
88 203 208 207
89 207 208 215
90 194 195 197
91 192 194 189
92 49 44 54
93 89 96 93
94 54 48 65
95 91 90 86
96 94 91 98
97 98 91 86
98 171 165 176
99 162 171 168
100 155 162 160
101 158 155 147
102 119 116 131
103 109 119 108
104 138 132 137
105 134 138 139
106 181 180 178
107 159 164 154
108 45 50 36
109 57 45 58
110 123 122 136
111 189 194 191
112 192 189 185
113 49 54 60
114 30 37 31
115 185 189 188
116 130 136 137
117 130 137 132
118 93 96 100
119 89 93 85
120 86 90 84
121 93 100 99
122 37 43 31
123 154 164 157
124 159 154 150
125 168 171 178
126 160 162 168
127 160 168 167
128 147 155 148
129 155 160 152
130 158 147 141
131 178 180 175
132 181 178 176
133 131 116 134
134 131 134 139
135 108 119 125
136 139 138 143
137 119 131 133
138 109 108 105
139 138 137 142
140 71 68 73
141 170 169 179
142 58 45 34
143 57 58 66
144 214 207 215
145 214 215 220
146 166 170 179
147 60 54 65
148 49 60 58
149 41 51 29
150 194 196 191
151 191 196 188
152 191 188 189
153 171 176 178
154 106 109 105
155 31 43 48
156 85 93 99
157 89 85 84
158 84 90 89
159 86 84 83
160 157 164 163
161 157 163 151
162 154 157 151
163 150 154 146
164 159 150 140
165 73 68 67
166 71 73 79
167 148 155 152
168 148 152 143
169 147 148 142
170 152 160 167
171 175 180 184
172 178 175 168
173 45 36 34
174 125 119 133
175 125 133 140
176 133 131 139
177 142 137 141
178 143 138 142
179 143 142 148
180 105 108 104
181 108 125 107
182 139 143 144
183 50 53 36
184 65 72 60
185 169 156 167
186 156 149 153
187 33 41 29
188 29 51 22
189 33 29 21
190 29 22 21
191 33 21 15
192 99 100 105
193 167 168 175
194 167 175 169
195 101 106 105
196 137 136 141
197 185 188 181
198 86 83 98
199 151 163 145
200 151 145 146
201 151 146 154
202 150 146 140
203 21 22 15
204 104 108 107
205 104 107 102
206 107 125 129
207 144 143 152
208 105 104 99
209 139 144 133
210 100 101 105
211 142 141 147
212 79 73 78
213 153 149 144
214 156 153 167
215 65 48 43
216 214 220 217
217 214 217 209
218 209 217 218
219 72 75 70
220 63 64 35
221 181 176 185
222 140 133 144
223 78 73 67
224 79 78 82
225 172 161 174
226 34 49 58
227 129 125 140
228 107 129 102
229 66 58 69
230 69 58 60
231 66 69 74
232 209 218 213
233 213 218 222
234 70 75 77
235 72 70 60
236 60 70 69
237 69 70 77
238 17 14 18
239 17 18 28
240 18 14 13
241 13 14 6
242 144 149 140
243 167 153 152
244 152 153 144
245 11 7 10
246 179 169 177
247 177 169 175
248 179 177 184
249 177 175 184
250 146 145 135
251 84 85 80
252 80 85 81
253 84 80 77
254 77 80 74
255 104 102 95
256 129 140 146
257 83 84 77
258 82 78 81
259 79 82 88
260 88 82 95
261 199 211 212
262 85 99 87
263 87 99 95
264 87 95 81
265 85 87 81
266 2 1 4
267 77 75 83
268 67 76 78
269 78 76 81
270 95 99 104
271 226 224 221
272 69 77 74
273 172 174 182
274 182 174 187
275 182 187 193
276 193 187 199
277 213 222 219
278 219 222 225
279 173 183 186
280 186 183 204
281 183 193 204
282 204 193 199
283 10 7 5
284 212 211 221
285 199 212 204
286 204 212 216
287 216 212 224
288 204 216 205
289 8 13 6
290 8 6 3
291 15 22 12
292 15 12 9
293 212 221 224
294 225 226 221
295 74 80 81
296 95 102 88
297 5 7 2
298 5 2 4
299 10 5 9
300 221 211 219
301 16 11 10
302 205 190 204
303 223 210 216
304 81 95 82
305 3 6 4
306 38 19 12
307 3 4 1
308 63 35 24
309 24 35 15
310 24 15 9
311 102 129 135
312 219 225 221
313 12 19 10
314 12 10 9
315 135 129 146
316 223 216 224
317 103 88 102
318 4 9 5
319 102 135 103
EndElements

Dirichlet
EndDirichlet

Neumann
EndNeumann
