0 0 0
0 0 0
226 319 0 0

Coordinates
1       41.586      -2.4168
2       40.804       -5.349
3       40.413       2.0791
4       37.139     -0.60867
5       38.304        -7.15
6       36.895       4.1805
7        38.41      -10.871
8        37.97       6.0375
9       32.496       -3.834
10        35.38       -9.454
11       36.895       -13.07
12       31.715      -9.2096
13       35.917       8.7253
14       34.549       7.9923
15       29.564      -7.8902
16       33.132      -13.364
17       32.252       9.1652
18       32.887       9.8493
19       31.323      -13.559
20       29.613       7.6502
21       27.623      -9.7806
22       28.334      -11.024
23       29.613       8.0412
24       26.046      -6.5218
25       29.955       8.7253
26       28.804       7.7898
27       29.199       8.3821
28       29.515        9.214
29       26.773      -10.747
30       28.186       8.0549
31       26.974       6.7706
32       28.342       8.6643
33       25.819      -9.4614
34       24.726       1.6393
35       25.355      -8.9292
36       24.091     -0.80414
37       27.348       8.4565
38       27.121       -13.07
39       27.463        9.214
40       24.919      -10.562
41       25.249      -11.234
42       26.828       9.0185
43       26.046       8.0412
44        24.14       4.4249
45       22.777      0.29919
46       24.736      -11.252
47       24.343      -10.479
48       24.091       5.4022
49       23.358       3.6429
50       22.332     -0.85301
51       25.068      -12.777
52       24.101       -11.21
53       21.989      -2.5634
54         23.1       4.8628
55       23.319       -10.51
56       23.508      -11.208
57       21.599    -0.071108
58       21.788       1.3874
59       23.032       -10.89
60       21.882       3.9683
61       22.723      -11.018
62       22.576      -10.822
63       21.256       -7.597
64       21.843      -9.7961
65       22.185       6.4774
66       19.888     -0.26658
67       19.448      -3.8829
68       19.644      -6.2775
69       19.577       2.0081
70       19.758        4.171
71       19.399      -7.6947
72       20.377        6.624
73        18.05      -6.7324
74       17.103     -0.21771
75       18.227       6.1841
76       16.629      -2.7362
77       16.817       3.5224
78       16.112       -5.313
79       16.135      -7.7151
80       14.464       2.1246
81       13.682      -1.5372
82       13.548      -6.5394
83       14.122       6.9172
84       13.066       4.2703
85       11.943       1.6714
86        12.53       5.8131
87       11.342     -0.83027
88        11.58      -7.7436
89       11.327       3.1833
90       11.547       4.8708
91       11.284       5.5798
92       10.866       4.2105
93       10.396       2.1921
94       10.603       4.9624
95       9.7246      -2.3533
96       10.261       3.5452
97       10.114       4.4737
98       10.456       6.6728
99       9.2507      0.66911
100       9.0881       2.5678
101       7.2799       3.5941
102       6.7456      -4.2348
103       7.3288      -10.627
104       6.3212      -1.4417
105       6.2609      0.61665
106       5.7161       2.4701
107       4.7826      -2.2031
108       4.7218     -0.14476
109       4.6798       1.2866
110       4.7876       3.0076
111        4.658        2.284
112       4.5921       3.8384
113       4.4455       3.6429
114       4.2945       3.2708
115       4.0779       2.7356
116       3.9044       1.9143
117       4.1105       3.6278
118       4.1441       4.1685
119       3.6093      0.75687
120       3.8135       3.2489
121       3.9246       3.9838
122       4.2989       6.4774
123       4.0057       5.2556
124       3.6297       3.6032
125       3.1828     -0.90649
126       3.7865       4.6622
127       3.3623        4.115
128        3.163       3.1362
129       2.5694      -3.2985
130       3.0471       5.2726
131       2.4957       1.6572
132       2.5231       3.7762
133       2.0712   -0.0067089
134        2.203       2.8164
135       2.1975      -7.6458
136       2.8388       6.6118
137       1.7799        5.001
138       1.3335       3.6397
139       0.8734        2.283
140      0.29162      -1.6349
141      0.58484       6.8194
142     0.073658       4.8066
143     -0.37461       3.4626
144      -1.0363       1.5126
145      -1.7492      -7.4664
146      -2.2735      -4.7441
147      -1.8992       5.3264
148       -2.261       4.1552
149      -2.7383     -0.46206
150      -2.8015      -3.5362
151      -3.1162      -6.1054
152      -3.3187       3.2466
153      -3.7175       1.4421
154      -4.2381      -4.4694
155      -3.7871       4.8619
156      -4.5953     -0.51093
157       -4.576      -5.5503
158      -4.1066       5.9887
159      -4.9863      -3.2965
160      -4.8487       3.9449
161      -4.9863      -8.5255
162      -4.8528       5.3477
163      -5.3283      -7.3037
